fold,checkpoint,crps,coverage,directional_hit,pinball_10,pinball_50,pinball_90,pf_0.002,pf_1x_atr
1,tft_EURUSD_15m_3B_20070101_20070401.ckpt,0.11735818535089493,0.8822393822393823,0.4878286270691334,0.005229997914284468,0.04723871871829033,0.006210376042872667,0.6780192779401414,0.6780192779401414
2,tft_EURUSD_15m_3B_20070201_20070501.ckpt,0.10285479947924614,1.0,0.5062240663900415,0.012343399226665497,0.0248684361577034,0.014215564355254173,,
