timestamp,open,high,low,close,volume
2024.07.01 00:00:00,2324.815,2324.815,2322.275,2322.405,0.41484
2024.07.01 00:15:00,2322.405,2323.868,2322.065,2322.645,0.35043
2024.07.01 00:30:00,2322.645,2325.198,2322.415,2324.355,0.32061
2024.07.01 00:45:00,2324.335,2324.735,2323.105,2324.735,0.36981
2024.07.01 01:00:00,2324.735,2326.335,2323.378,2325.825,0.7383
2024.07.01 01:15:00,2325.835,2327.725,2325.065,2327.595,0.35874
2024.07.01 01:30:00,2327.595,2328.425,2326.075,2326.245,0.38706
2024.07.01 01:45:00,2326.255,2327.898,2325.975,2327.755,0.22641
2024.07.01 02:00:00,2327.728,2327.728,2326.045,2326.275,0.2343
2024.07.01 02:15:00,2326.248,2326.778,2325.645,2326.185,0.35142
2024.07.01 02:30:00,2326.185,2326.195,2324.338,2326.065,0.40242
2024.07.01 02:45:00,2326.085,2326.778,2326.075,2326.525,0.33332
2024.07.01 03:00:00,2326.525,2327.495,2326.195,2327.205,0.19469
2024.07.01 03:15:00,2327.235,2327.585,2326.405,2327.475,0.18154
2024.07.01 03:30:00,2327.475,2327.475,2324.365,2324.675,0.1599
2024.07.01 03:45:00,2324.675,2325.058,2324.308,2324.608,0.16203
2024.07.01 04:00:00,2324.578,2325.885,2323.995,2325.808,0.15957
2024.07.01 04:15:00,2325.875,2325.965,2324.045,2324.178,0.11562
2024.07.01 04:30:00,2324.168,2324.188,2321.308,2321.915,0.28923
2024.07.01 04:45:00,2321.898,2323.875,2321.725,2323.565,0.16371
2024.07.01 05:00:00,2323.565,2323.855,2321.875,2322.588,0.17493
2024.07.01 05:15:00,2322.565,2322.658,2321.405,2321.545,0.16776
2024.07.01 05:30:00,2321.545,2322.045,2318.395,2319.195,0.71722
2024.07.01 05:45:00,2319.285,2321.765,2319.105,2321.745,0.38166
2024.07.01 06:00:00,2321.755,2324.835,2321.195,2324.275,0.87398
2024.07.01 06:15:00,2324.265,2327.475,2323.085,2327.155,0.92091
2024.07.01 06:30:00,2327.145,2328.865,2325.835,2326.128,0.78254
2024.07.01 06:45:00,2326.128,2326.848,2324.968,2326.378,0.57332
2024.07.01 07:00:00,2326.408,2326.835,2324.325,2326.055,0.30177
2024.07.01 07:15:00,2326.065,2326.305,2323.825,2324.595,0.29826
2024.07.01 07:30:00,2324.595,2326.415,2324.288,2326.335,0.25515
2024.07.01 07:45:00,2326.375,2326.658,2323.548,2323.638,0.31404
2024.07.01 08:00:00,2323.514,2324.215,2321.775,2322.925,0.52969
2024.07.01 08:15:00,2322.975,2324.965,2321.785,2324.565,0.32559
2024.07.01 08:30:00,2324.555,2325.505,2323.575,2324.825,0.43574
2024.07.01 08:45:00,2324.805,2326.155,2323.805,2325.755,0.30401
2024.07.01 09:00:00,2325.755,2329.065,2325.325,2328.008,0.81558
2024.07.01 09:15:00,2327.985,2329.368,2327.425,2327.435,0.65894
2024.07.01 09:30:00,2327.435,2328.015,2326.288,2326.305,0.53553
2024.07.01 09:45:00,2326.265,2327.895,2326.088,2327.335,0.27948
2024.07.01 10:00:00,2327.395,2329.695,2327.395,2328.868,0.72721
2024.07.01 10:15:00,2328.844,2330.075,2327.995,2328.938,0.73432
2024.07.01 10:30:00,2328.915,2331.975,2328.405,2330.248,0.46195
2024.07.01 10:45:00,2330.248,2332.575,2329.498,2332.575,0.45377
2024.07.01 11:00:00,2332.605,2334.015,2331.978,2333.735,1.01065
2024.07.01 11:15:00,2333.745,2336.345,2333.565,2335.648,1.41747
2024.07.01 11:30:00,2335.645,2337.205,2334.845,2336.635,0.82925
2024.07.01 11:45:00,2336.605,2338.118,2335.895,2338.065,0.69032
2024.07.01 12:00:00,2338.115,2338.388,2335.198,2335.915,0.52043
2024.07.01 12:15:00,2336.075,2336.765,2334.288,2334.385,0.7186
2024.07.01 12:30:00,2334.408,2335.075,2329.745,2330.175,1.08954
2024.07.01 12:45:00,2330.175,2330.175,2327.095,2327.298,1.58188
2024.07.01 13:00:00,2327.325,2329.478,2326.798,2327.985,1.93949
2024.07.01 13:15:00,2327.975,2328.265,2325.318,2327.675,0.98666
2024.07.01 13:30:00,2327.675,2333.095,2325.475,2332.478,1.47231
2024.07.01 13:45:00,2332.508,2334.068,2323.698,2327.015,0.87523
2024.07.01 14:00:00,2327.055,2334.155,2326.774,2327.755,1.37535
2024.07.01 14:15:00,2327.765,2328.575,2320.848,2323.645,1.15249
2024.07.01 14:30:00,2323.745,2324.175,2319.125,2322.448,0.92478
2024.07.01 14:45:00,2322.465,2324.585,2321.035,2323.945,0.7227
2024.07.01 15:00:00,2323.995,2328.728,2322.928,2328.028,1.11294
2024.07.01 15:15:00,2327.984,2328.908,2325.675,2326.598,1.07801
2024.07.01 15:30:00,2326.545,2327.958,2324.788,2324.845,0.57954
2024.07.01 15:45:00,2324.845,2328.655,2324.845,2327.698,0.80952
2024.07.01 16:00:00,2327.728,2329.005,2326.955,2328.745,0.56767
2024.07.01 16:15:00,2328.795,2331.768,2328.565,2330.618,0.82218
2024.07.01 16:30:00,2330.658,2330.795,2328.068,2329.375,0.52871
2024.07.01 16:45:00,2329.375,2329.418,2326.575,2328.078,0.43922
